available,query
False," Hello! I'd like to book a room at Perfect Bliss hotel in Moscow for the period from August 17, 2025, to December 16, 2025. "
True," Hello, I'd like to make a reservation at The Velvet Key hotel in Kolkata from July 25, 2026, to July 28, 2026. "
False," Hi there! I'd like to make a reservation at The Velvet Key Hotel in Karachi, please."
True," Hello, I'm looking to book a hotel room in New York City starting from February 25, 2026. Can you please provide me with some options and the corresponding rates?"
True," Hey there! I'm looking for hotels in Sao Paulo with check-in after January 28, 2026. Could you please provide me a list of available options?"
True," Hi there! I'm looking for hotel availability in Sao Paulo from December 5, 2025, to February 12, 2026. Could you please provide me with some options and prices?"
False," I am reaching out to book a room at your esteemed establishment, the Elite Craft Hotel in Karachi, for an extended stay from December 5th, 2025 to July 31st, 2026. "
True," Hello, I'd like to make a reservation for a stay at the Sheraton Hotel in Seoul, South Korea. I need a room from August 22, 2025, through January 21, 2026."
False," Hello, I'd like to make a reservation at the Crowne Plaza hotel for a stay from March 8, 2026, to May 5, 2026."
True," Could you please provide me with a list of hotels available in Sao Paulo from September 8, 2025, to October 11, 2025? Also, it would be helpful if I could see the room rates for each hotel. Thank you!"
False," Hi, I'm looking for available hotels in Paris from July 25, 2026, onwards. Could you please provide me with some options?"
False," Subject: Room Reservation Request for Marrow & Stone Hotel (2026-03-26 - 2026-05-14)
Dear Hotel Reservations,
I would like to book a room at the Marrow & Stone hotel from March 26th, 2026, to May 14th, 2026. "
True," Hi there! I'd like to make a reservation at LegacyCraft Suites hotel in Shenzhen for the period of April 9 to July 13, 2026."
True," Can you provide me with a list of hotels available in Dhaka from June 6, 2026 onwards?"
